"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","1","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","10","0","0"
"10〜14歳","0","1","0","0","0","0","0","0","0"
"15〜19歳","11","0","7","2","0","0","1","0","0"
"20〜24歳","35","5","14","13","4","0","0","0","0"
"25〜29歳","42","6","25","13","1","0","1","0","0"
"30〜34歳","36","8","13","8","3","0","1","0","0"
"35〜39歳","23","12","14","10","1","0","0","0","0"
"40〜44歳","20","8","8","8","0","0","0","0","0"
"45〜49歳","11","4","7","6","0","0","4","0","0"
"50〜54歳","7","3","2","4","0","0","1","0","0"
"55〜59歳","1","3","5","2","0","0","4","0","0"
"60〜64歳","0","2","3","4","0","0","6","0","0"
"65〜69歳","1","0","0","0","0","0","3","0","0"
"70歳以上","0","3","2","0","0","0","31","1","0"
"合計","187","55","100","70","9","0","74","2","0"
