"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","16","9","1","3","2","0","5","2","2","0","",""
"区南部","5","1","1","0","0","0","0","0","0","0","",""
"区西南部","6","5","5","3","0","0","1","0","0","0","",""
"区西部","12","7","11","3","5","0","6","3","0","0","",""
"区西北部","12","4","4","5","0","0","2","1","0","0","",""
"区東北部","3","1","1","0","1","1","5","3","0","0","",""
"区東部","3","1","2","1","3","0","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","3","1","1","2","0","0","0","0","0","",""
"北多摩西部","8","1","1","3","3","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","5","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","73","32","27","19","16","1","26","18","2","0","",""
