"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","387","4","3","16","102","6","1","33","5","1","1","0","0","0","3","0","0","1","0","0","11","","","","","",""
"区南部","383","1","1","12","69","3","1","22","2","0","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","588","0","4","19","91","9","1","22","3","1","1","3","0","0","1","0","0","0","0","1","9","","","","","",""
"区西部","498","2","2","11","102","5","2","19","3","0","1","0","0","0","0","0","0","1","0","0","18","","","","","",""
"区西北部","796","2","4","30","144","12","2","20","4","0","1","1","0","0","2","0","0","0","0","0","3","","","","","",""
"区東北部","649","6","6","24","144","6","0","20","5","0","0","0","0","0","3","0","0","0","0","1","6","","","","","",""
"区東部","683","4","3","26","134","6","2","28","4","0","2","0","1","0","1","1","0","1","0","0","4","","","","","",""
"西多摩","274","0","1","4","34","1","0","5","2","0","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","992","3","3","35","160","13","3","50","6","0","2","1","1","0","2","0","0","0","0","0","5","","","","","",""
"北多摩西部","332","1","1","21","43","7","1","6","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","568","3","6","25","85","9","1","23","4","1","1","2","1","1","0","1","1","1","0","0","16","","","","","",""
"北多摩北部","363","2","3","21","64","2","1","23","5","0","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6557","28","37","244","1172","79","15","271","47","3","13","8","4","1","14","2","1","4","0","2","75","","","","","",""
