"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","29","19","1","2","18","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","17","26","1","0","2","23","0","3","0","2","5","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","13","49","19","1","8","9","4","8","0","1","28","0","0","1","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","1","80","22","5","10","39","0","1","1","0","22","0","1","0","0","0","0","0","0","0","0","0","11","7","1","2","2","0"
"文京","9","45","7","7","3","13","0","0","0","0","28","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","20","25","17","1","5","39","0","2","0","0","39","1","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","30","103","11","1","1","14","0","2","0","0","16","0","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","11","70","26","0","16","45","0","10","0","3","34","2","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","12","45","6","2","10","32","0","2","0","2","56","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","15","46","5","1","5","15","0","0","0","3","34","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","36","124","78","12","30","97","1","14","1","2","132","2","0","0","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","32","167","45","2","30","93","8","8","0","2","134","2","1","0","0","0","0","0","0","0","0","2","25","16","2","2","2","0"
"渋谷区","1","34","7","4","2","20","2","2","0","1","12","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","4","87","7","0","28","45","1","2","0","0","68","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","6","112","17","1","17","44","2","1","0","4","28","0","1","1","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","5","81","13","3","2","13","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","9","124","12","0","8","37","4","11","2","1","76","1","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","24","44","43","3","12","24","0","0","0","2","49","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","10","89","14","3","19","33","5","9","1","1","28","0","2","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","36","138","33","4","17","67","3","1","1","2","144","0","2","0","0","1","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","1","111","39","13","5","60","0","12","0","2","74","0","0","0","0","0","0","0","0","0","0","0","18","12","2","0","0","0"
"葛飾区","20","45","12","1","5","67","1","3","0","2","31","0","1","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","11","132","28","5","10","85","0","6","0","2","75","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","11","103","37","12","33","134","1","18","0","7","189","1","1","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","2","54","4","0","13","57","2","6","0","1","95","1","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","3","44","2","0","5","19","0","1","0","1","40","2","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","6","87","20","9","14","37","1","8","0","1","66","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","6","119","44","0","50","61","1","17","0","2","91","3","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","36","200","63","12","42","129","4","20","0","9","195","0","3","0","0","1","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","24","129","47","7","43","141","7","18","0","4","216","1","1","1","0","0","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","36","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","412","2578","700","111","449","1510","48","188","6","57","2015","20","18","3","0","4","0","0","0","0","0","2","414","260","38","25","25","0"
