"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","55","908","9","1","8","72","9","6","2","5","27","4","2","0","0","1","0","0","0","0","0","0","10","","","","","","",""
"区南部","2","58","610","8","9","26","73","3","18","3","2","21","1","1","2","0","1","0","0","0","0","0","0","2","","","","","","",""
"区西南部","9","66","880","2","4","17","47","7","5","7","2","24","0","5","0","0","2","0","2","0","0","0","0","9","","","","","","",""
"区西部","12","59","931","17","1","21","45","2","5","0","1","11","0","2","1","0","0","0","0","5","0","0","0","4","","","","","","",""
"区西北部","20","113","1350","5","5","36","74","10","6","0","4","29","0","2","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"区東北部","2","98","1135","17","4","20","83","7","8","15","6","17","0","3","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"区東部","2","93","1048","12","2","24","74","9","21","5","4","27","2","4","1","0","2","0","0","0","0","0","0","5","","","","","","",""
"西多摩","0","17","164","1","2","10","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","","",""
"南多摩","7","101","2022","11","3","59","133","15","12","16","8","58","1","3","0","0","3","0","0","0","0","0","0","4","","","","","","",""
"北多摩西部","2","41","376","1","1","14","18","6","0","2","4","5","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北多摩南部","10","63","891","9","2","33","72","3","4","1","4","16","0","5","0","0","0","0","0","2","0","0","1","5","","","","","","",""
"北多摩北部","8","41","744","2","8","25","89","6","6","9","4","29","1","1","0","0","1","0","0","1","0","0","0","7","","","","","","",""
"島しょ","0","15","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","84","820","11083","94","42","293","792","77","91","61","44","264","10","28","5","0","12","0","2","8","0","0","1","54","","","","","","",""
