"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","32","1","3","9","44","14","2","5","2","1","0","6","1","1","0","0","0","0","2","0","0","","","","","",""
"区南部","39","7","3","19","78","10","1","10","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","78","2","4","6","82","17","0","3","5","0","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区西部","73","2","7","3","44","8","0","4","3","1","0","3","0","0","0","3","0","0","1","0","0","","","","","",""
"区西北部","72","5","6","14","62","28","3","7","6","1","0","7","2","1","0","5","0","0","0","0","0","","","","","",""
"区東北部","113","3","10","28","103","21","0","3","8","1","0","6","2","0","1","1","0","0","1","1","0","","","","","",""
"区東部","67","7","5","20","142","34","1","5","6","3","1","4","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","44","1","1","1","32","5","0","4","1","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","93","12","12","17","169","52","3","7","7","4","1","10","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","58","8","1","10","56","21","2","4","4","1","1","9","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","58","1","2","18","62","34","1","6","4","0","0","14","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩北部","90","5","2","19","92","41","2","5","5","1","0","10","1","2","0","2","0","0","0","0","0","","","","","",""
"島しょ","10","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","827","54","56","164","966","287","15","63","52","13","4","74","11","4","1","15","0","0","5","1","0","","","","","",""
