"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","4","3","10","50","16","1","0","8","0","3","4","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","1","9","13","77","11","2","1","7","1","12","6","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","17","36","13","4","1","5","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"区西部","1","1","0","16","81","3","1","0","3","0","0","5","3","0","0","1","0","0","1","0","","","","","",""
"区西北部","0","0","0","11","42","13","3","0","5","1","4","8","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","1","0","1","11","38","13","6","6","1","0","0","8","0","0","0","0","0","0","1","0","","","","","",""
"区東部","1","0","3","8","55","18","4","6","4","1","1","3","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","12","3","0","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","0","0","32","97","38","6","2","5","0","3","18","1","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","1","14","1","1","2","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","1","14","33","10","1","1","5","1","1","10","1","0","0","0","1","1","0","0","","","","","",""
"北多摩北部","0","0","3","7","25","6","2","1","3","0","4","7","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","7","20","140","560","145","31","20","49","4","29","74","8","1","0","2","1","1","2","0","","","","","",""
