"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","4","0","0","5","27","3","2","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","8","3","0","1","15","7","7","1","3","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","4","3","1","10","27","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"文京","4","0","2","3","11","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","3","0","3","7","14","1","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","1","0","3","15","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","32","0","0","20","54","0","2","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","4","0","0","6","38","2","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","1","0","5","21","1","5","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","26","3","12","23","90","3","10","0","5","0","1","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","108","2","3","31","31","8","3","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","2","0","1","1","11","3","5","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","9","0","1","8","30","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","6","1","4","6","23","4","3","1","0","0","3","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"池袋","0","0","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","0","0","4","12","0","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","1","0","7","19","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","1","7","21","1","11","0","1","0","1","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"練馬区","23","1","5","28","44","3","4","0","5","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","2","3","11","57","2","10","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","9","0","0","10","36","3","1","0","1","0","0","0","1","0","0","2","0","0","0","0","0","1","","","","","",""
"江戸川","11","1","8","34","44","6","5","2","3","0","2","1","0","1","0","2","0","0","0","0","0","0","","","","","",""
"八王子市","7","2","5","34","54","5","9","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","12","0","1","15","48","5","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","4","0","4","22","4","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","5","1","15","36","8","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","0","0","25","33","1","4","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","19","3","12","33","47","13","23","0","3","0","2","1","1","1","0","2","0","0","0","0","0","3","","","","","",""
"多摩小平","10","2","18","38","47","3","7","1","6","0","2","1","1","0","0","6","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","367","35","83","401","943","90","143","15","62","1","22","9","9","2","0","20","0","0","2","0","0","8","","","","","",""
