"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","7","1","0"
"5〜9歳","0","0","0","0","0","0","4","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","8","0","6","4","0","0","1","0","0"
"20〜24歳","51","8","27","20","0","0","1","0","0"
"25〜29歳","47","11","18","25","2","0","1","0","0"
"30〜34歳","29","11","19","14","1","0","2","0","0"
"35〜39歳","20","15","17","12","0","0","1","0","0"
"40〜44歳","17","8","9","14","0","0","2","0","0"
"45〜49歳","20","5","8","10","2","0","3","0","0"
"50〜54歳","8","2","7","4","0","0","4","0","0"
"55〜59歳","3","3","5","2","1","0","4","0","0"
"60〜64歳","2","3","2","2","0","0","1","0","0"
"65〜69歳","1","0","0","0","0","0","2","0","0"
"70歳以上","0","5","1","1","0","0","32","2","1"
"合計","206","71","119","108","6","0","72","3","1"
