"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","10","3","10","77","5","1","4","1","0","1","2","0","10","1","0","0","1","1","0","1","0","0","","","","","",""
"区南部","6","5","8","13","198","14","2","1","6","0","0","0","0","12","1","0","0","1","0","0","0","0","0","","","","","",""
"区西南部","10","0","0","6","138","10","2","3","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","12","3","8","8","207","15","0","0","4","0","0","0","0","11","0","0","0","3","0","0","0","0","0","","","","","",""
"区西北部","8","14","1","6","128","17","2","4","6","0","0","0","0","11","0","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","3","0","3","22","104","5","0","0","8","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","30","3","9","19","95","9","0","0","6","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","1","4","43","7","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","59","0","1","21","101","9","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","0","2","3","85","8","2","3","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","4","7","5","12","94","4","1","1","2","0","0","0","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","160","43","41","125","1298","103","10","16","41","0","1","3","0","84","2","0","0","5","1","0","2","0","0","","","","","",""
