"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","1","2","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","1","3","2","8","11","1","3","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","2","1","11","19","27","5","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","3","1","0","14","38","3","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","12","8","2","2","2","0"
"文京","2","1","1","13","9","2","0","3","8","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","2","0","1","13","33","1","0","3","5","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","4","0","2","21","12","2","0","2","2","0","0","4","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","6","0","2","73","98","8","4","8","4","0","0","6","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","0","1","16","52","5","0","7","6","0","0","0","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","3","16","42","0","0","4","5","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","9","1","34","70","93","14","6","27","12","0","0","0","0","0","0","2","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","0","0","3","91","97","13","3","8","9","0","2","2","2","1","0","0","0","0","0","0","0","0","25","16","2","2","2","0"
"渋谷区","1","0","0","9","12","0","0","2","7","0","1","0","0","0","0","1","0","0","0","0","1","0","7","4","1","1","1","0"
"中野区","3","2","0","5","74","5","7","10","6","0","0","2","0","0","0","3","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","3","1","4","24","60","4","3","4","2","0","1","0","0","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","0","0","0","2","16","1","4","3","4","0","1","1","0","0","0","1","0","1","0","0","0","0","8","5","1","1","1","0"
"北区","1","2","3","10","44","1","6","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","1","4","20","10","3","10","14","8","3","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","2","0","1","15","22","4","1","19","2","0","1","6","0","0","0","1","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","2","0","2","84","70","8","7","28","9","0","2","12","0","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","3","0","5","59","112","7","3","25","6","0","0","1","0","0","0","3","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","4","0","3","25","68","1","2","4","7","1","0","2","2","1","0","1","0","0","1","0","0","0","13","8","1","1","1","0"
"江戸川","4","0","10","23","89","1","4","13","6","1","1","9","0","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","1","1","10","62","137","25","2","27","11","1","0","2","0","0","0","4","0","0","1","0","0","0","18","11","2","1","1","0"
"町田市","0","0","1","40","89","6","1","13","5","0","0","5","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","2","0","7","15","40","5","1","2","3","0","0","4","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1","0","6","56","57","6","4","15","7","1","3","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","0","0","82","101","4","4","20","8","0","2","1","0","0","0","0","0","0","1","0","0","0","21","14","2","1","1","0"
"多摩府中","4","1","14","80","114","5","8","31","13","1","3","2","4","0","0","2","0","0","0","0","1","0","33","21","3","3","3","0"
"多摩小平","4","0","9","124","137","13","1","21","17","0","2","4","1","0","0","2","0","0","1","0","0","1","23","15","2","2","2","0"
"島しょ","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","71","15","139","1092","1766","154","85","331","189","8","21","69","11","2","0","25","0","1","5","0","2","1","418","264","39","25","25","0"
