"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","7","0"
"1〜4歳","0","0","0","0","0","0","3","26","0"
"5〜9歳","0","0","0","0","0","0","2","3","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","5","1","0","2","0","0","2","0","0"
"20〜24歳","13","3","2","13","0","0","0","0","0"
"25〜29歳","23","7","8","21","0","0","1","0","0"
"30〜34歳","19","6","10","16","0","0","4","1","0"
"35〜39歳","22","6","7","15","0","2","0","0","0"
"40〜44歳","9","4","5","8","0","0","3","1","1"
"45〜49歳","11","7","5","3","0","1","1","1","0"
"50〜54歳","2","4","1","3","0","1","4","0","0"
"55〜59歳","5","1","0","0","0","1","7","1","0"
"60〜64歳","2","1","1","0","0","0","11","2","0"
"65〜69歳","0","0","0","0","0","0","9","0","0"
"70歳以上","0","0","0","0","0","0","49","7","2"
"合計","111","40","39","81","0","5","105","50","3"
