"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","0","0","0","6","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","0","3","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","0","0","0","8","1","0","0","0","0","0","0","0","1","2","0","0","3","0","0","0","0","0","","","","","",""
"文京","7","0","0","0","4","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","2","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","0","0","2","8","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","0","0","0","5","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","0","3","19","2","0","1","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","11","3","1","1","22","6","2","3","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","4","0","0","1","15","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","0","18","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","16","0","0","3","23","1","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","6","0","0","0","21","5","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","0","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","0","0","0","14","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","0","1","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","0","2","0","12","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","15","0","0","1","9","2","0","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","0","1","1","8","7","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","38","1","1","4","14","7","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","5","0","0","1","6","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","","","","","",""
"町田市","19","0","0","11","39","5","0","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","15","0","0","0","20","7","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","11","0","0","3","33","10","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","9","0","0","1","15","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","12","1","0","4","17","9","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","16","3","5","10","37","6","0","4","2","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","19","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","261","10","11","50","430","91","3","22","13","0","0","1","0","51","6","1","0","4","0","0","1","0","0","","","","","",""
