"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","7","4","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","13","8","0","2","65","1","3","3","9","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","59","8","7","8","189","11","11","6","20","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2歳","58","3","5","9","132","2","3","11","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","65","1","3","24","131","5","7","21","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","91","3","7","31","102","7","2","33","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","85","0","2","23","87","6","2","39","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","107","0","2","25","65","2","4","29","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","198","0","1","35","52","11","1","19","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","140","0","0","29","47","10","3","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","125","0","0","11","37","3","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"10〜14歳","343","0","1","28","66","8","0","8","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","95","0","0","1","24","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","176","0","3","25","209","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","241","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","144","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","1"
"80歳以上","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","1","1","3"
"合計","2345","27","31","251","1217","67","36","198","36","2","5","6","0","0","8","0","1","3","0","0","10","1","0","4","1","1","5","4"
