"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","56","9","0","3","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","4","3","0","2","2","2"
"中央区","44","10","0","5","7","28","0","9","1","2","1","1","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","126","14","0","18","19","11","0","10","0","4","2","0","0","0","0","0","0","0","0","0","0","0","1","9","6","0","1","1","1"
"新宿区","97","15","2","13","8","13","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","2","11","7","2","2","2","2"
"文京","143","6","0","8","14","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","7","4","1","1","1","1"
"台東","125","12","0","26","19","22","1","5","0","3","5","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","116","28","0","2","15","5","0","5","0","1","0","0","0","0","0","1","0","0","0","0","0","3","2","8","5","1","1","1","1"
"江東区","219","23","2","49","35","33","1","4","0","4","2","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","162","20","2","21","22","19","2","10","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","138","9","1","12","12","16","0","6","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","467","22","1","37","36","91","2","23","0","6","7","2","0","0","0","4","0","0","0","0","0","0","1","21","13","2","1","1","1"
"世田谷","492","44","1","47","61","35","5","13","1","1","1","0","3","0","0","3","0","0","0","0","0","5","6","24","15","2","2","2","2"
"渋谷区","59","11","1","3","4","8","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","5","7","4","1","1","1","1"
"中野区","290","16","0","12","50","61","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","217","24","0","14","19","47","0","20","0","4","0","0","1","0","0","3","0","0","1","0","0","0","3","17","11","1","2","2","2"
"池袋","121","15","0","12","10","5","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","504","26","0","10","27","18","1","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","245","11","1","8","20","20","0","21","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","343","29","0","20","14","29","1","5","0","2","0","0","0","0","0","2","0","0","0","0","0","5","3","16","10","2","1","1","1"
"練馬区","436","37","1","27","34","54","1","27","0","1","2","2","2","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","381","47","0","24","22","70","2","7","1","6","3","2","0","1","0","1","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","249","18","0","17","9","21","0","6","0","3","3","0","0","0","0","1","0","0","1","0","0","2","2","13","8","1","1","1","1"
"江戸川","430","30","0","68","62","33","0","7","0","1","1","1","0","0","0","2","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","752","55","0","30","49","75","8","23","0","3","2","2","0","0","0","11","0","0","0","0","0","3","0","18","11","2","1","1","1"
"町田市","206","53","0","9","30","32","0","6","1","2","1","0","3","1","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","106","24","0","6","17","15","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","14","8","1","1","1","1"
"南多摩","166","30","0","13","13","12","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","408","58","0","10","62","24","0","5","0","2","2","0","0","0","0","2","0","0","0","0","0","1","1","21","14","2","1","1","1"
"多摩府中","1246","80","0","54","119","63","10","30","0","4","5","1","7","2","0","0","0","0","1","0","0","7","8","33","21","3","3","3","3"
"多摩小平","702","40","3","52","100","82","1","31","0","5","8","0","1","1","0","4","0","0","0","0","0","3","7","22","14","2","2","2","2"
"島しょ","12","3","0","0","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","9058","819","15","630","916","949","36","317","5","65","51","12","19","5","0","46","1","0","3","0","0","31","48","416","261","39","25","25","25"
