"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","7","0"
"1〜4歳","0","0","0","0","0","0","11","20","0"
"5〜9歳","0","0","0","0","0","0","2","3","0"
"10〜14歳","0","0","0","0","0","0","4","0","0"
"15〜19歳","17","1","4","3","2","0","0","0","0"
"20〜24歳","48","9","9","19","2","1","0","0","0"
"25〜29歳","38","14","7","15","3","1","2","3","0"
"30〜34歳","40","21","10","15","3","1","1","2","0"
"35〜39歳","20","11","10","8","2","1","5","0","0"
"40〜44歳","19","9","8","10","1","0","2","2","0"
"45〜49歳","9","10","8","7","1","0","1","0","0"
"50〜54歳","3","7","1","3","0","2","5","2","0"
"55〜59歳","4","3","3","3","0","0","4","0","0"
"60〜64歳","2","4","2","2","0","0","8","2","1"
"65〜69歳","3","3","1","0","1","0","8","2","0"
"70歳以上","0","4","0","0","0","0","52","13","1"
"合計","203","96","63","85","15","6","114","56","2"
