"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","2","1","13","3","29","5","10","0","17","1","1","1","0","1","0","1","0","0","0","","","","","",""
"区南部","0","1","7","8","22","5","33","2","3","0","12","1","2","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","2","2","9","10","5","38","3","4","0","20","1","1","0","0","0","0","2","0","0","0","","","","","",""
"区西部","1","7","1","3","16","8","48","2","4","0","17","1","0","0","0","3","0","0","0","0","0","","","","","",""
"区西北部","0","0","2","8","19","3","33","2","5","0","34","5","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","0","3","2","5","37","4","30","3","5","0","20","2","0","0","1","2","0","0","2","0","0","","","","","",""
"区東部","0","5","0","6","30","5","54","2","6","0","53","3","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","2","2","13","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","5","5","10","41","15","96","8","8","0","39","6","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","2","1","8","2","36","1","5","0","11","1","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","4","6","6","2","27","1","3","0","10","5","1","0","0","1","1","1","2","0","0","","","","","",""
"北多摩北部","0","1","5","2","32","4","45","0","3","0","26","2","0","1","0","7","0","0","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","29","33","60","236","58","483","30","56","0","264","28","10","3","1","16","1","4","8","0","0","","","","","",""
