"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","7","1","1","0","7","2","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"〜1歳","23","3","1","1","20","4","2","2","32","0","1","0","4","0","0","0","0","0","0","0"
"1歳","70","7","3","3","36","11","23","2","52","0","7","8","6","1","0","0","1","0","0","0"
"2歳","134","1","2","3","29","12","17","0","8","0","6","15","2","0","0","0","0","0","0","0"
"3歳","190","0","2","9","27","8","13","3","0","0","8","32","0","0","0","0","0","0","0","0"
"4歳","299","0","1","10","34","14","9","1","0","1","4","16","1","0","0","0","0","0","0","0"
"5歳","370","0","0","25","23","8","6","2","0","0","3","18","1","0","0","0","0","0","0","0"
"6歳","454","0","0","17","15","2","2","3","0","0","0","10","0","0","0","0","0","0","1","0"
"7歳","507","0","1","14","18","3","2","3","0","0","0","4","0","0","0","0","0","0","0","0"
"8歳","548","0","0","4","12","1","0","0","0","0","0","6","0","0","0","0","0","0","1","0"
"9歳","597","0","0","6","10","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"10〜14歳","2529","0","0","12","37","5","0","0","0","0","0","3","0","0","1","1","0","0","1","0"
"15〜19歳","657","0","0","1","12","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"20〜29歳","318","0","0","9","44","1","0","0","0","1","0","2","1","0","0","6","0","0","2","1"
"30〜39歳","298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7301","12","11","114","324","72","75","16","93","2","29","117","16","2","1","17","1","0","5","2"
