"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","1","0","0","13","0","2","1","1","0","2","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","4","1","49","6","8","2","46","1","11","0","3","0","0","0","0","0","0","0"
"1歳","3","4","6","4","60","15","48","1","35","3","53","9","8","1","0","0","0","0","0","0"
"2歳","0","1","2","6","43","13","34","2","8","0","23","7","6","1","0","0","0","0","1","0"
"3歳","1","0","9","9","38","12","26","2","3","1","19","24","3","0","0","0","0","0","0","0"
"4歳","3","0","5","13","43","8","18","7","1","0","20","28","2","0","0","0","0","0","1","0"
"5歳","2","0","6","19","32","9","20","6","0","0","15","25","1","0","0","0","0","0","0","0"
"6歳","4","0","2","16","20","3","9","4","0","0","7","13","0","0","0","0","0","0","0","0"
"7歳","4","0","0","19","21","3","8","3","0","0","3","13","2","0","0","0","0","0","1","0"
"8歳","4","0","0","7","17","5","4","0","0","0","4","9","0","0","0","0","0","0","1","0"
"9歳","3","0","0","5","10","2","5","0","0","0","3","5","0","0","0","0","0","0","0","0"
"10〜14歳","21","0","1","5","21","3","2","2","0","0","2","7","0","0","0","1","0","0","1","0"
"15〜19歳","19","0","0","1","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","1","0","14","60","0","3","1","0","4","4","4","0","0","0","1","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","82","7","35","119","437","79","187","31","94","9","167","144","25","2","1","11","0","0","5","0"
