"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","6","39","3","81","4","5","0","57","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","11","19","26","69","11","153","12","3","0","67","6","3","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","6","16","34","13","104","2","4","0","67","5","3","0","2","2","0","0","0","0","0","","","","","",""
"区西部","1","8","7","25","28","9","74","8","10","0","49","6","2","0","0","1","0","0","2","0","0","","","","","",""
"区西北部","0","0","10","14","45","13","129","10","5","0","102","6","3","3","1","1","0","0","0","0","0","","","","","",""
"区東北部","0","2","16","14","53","13","61","4","12","1","247","5","6","1","0","1","0","0","4","0","0","","","","","",""
"区東部","1","3","25","22","95","11","68","3","15","0","144","7","7","1","0","2","0","0","0","0","0","","","","","",""
"西多摩","0","0","5","2","14","3","15","5","0","0","10","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","2","19","52","109","40","190","15","19","0","103","12","6","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","11","12","26","6","73","3","10","0","16","3","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","11","18","20","17","176","7","13","0","29","6","2","0","0","0","1","0","1","0","0","","","","","",""
"北多摩北部","0","2","16","20","33","10","82","8","9","0","42","6","3","0","0","1","1","0","1","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","29","147","227","565","149","1206","81","105","1","933","68","38","5","3","9","2","0","8","0","0","","","","","",""
