"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","1","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","2","0","2","4","2","37","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","7","0","2","10","2","17","2","2","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","19","1","4","9","0","13","0","1","0","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","3","2","1","7","1","12","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","15","3","3","12","0","49","0","3","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","14","0","4","0","0","25","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","15","0","4","19","0","37","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","7","0","1","10","0","22","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","8","0","0","8","0","12","0","4","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","21","6","9","23","0","33","0","1","0","7","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","33","5","4","31","1","72","0","3","0","17","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","3","0","0","6","0","10","0","0","0","3","0","0","0","0","3","0","0","1","0","0","0","","","","","",""
"中野区","0","8","1","3","11","0","24","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","1","5","0","5","14","1","38","1","4","0","10","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","2","7","0","1","3","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","7","0","1","19","0","18","0","2","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","17","0","2","6","1","24","0","3","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","2","0","2","8","0","21","0","0","0","5","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","2","19","2","15","15","2","52","0","3","0","15","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","18","1","1","30","1","28","0","6","0","8","1","0","0","0","3","0","0","0","0","0","0","","","","","",""
"葛飾区","0","4","0","3","20","0","20","1","2","0","7","0","3","0","0","0","0","0","0","1","0","0","","","","","",""
"江戸川","1","8","2","8","12","0","27","3","3","0","14","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","48","5","6","13","0","54","0","3","0","11","1","6","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","0","10","1","11","39","3","16","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","7","0","0","11","0","19","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","17","1","6","11","0","38","0","1","0","10","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","13","0","9","23","1","72","0","1","0","10","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","24","6","10","20","1","83","1","6","0","25","0","4","0","0","3","0","0","0","1","0","0","","","","","",""
"多摩小平","1","40","13","17","30","2","82","1","4","0","15","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","32","402","49","135","425","18","970","10","62","0","217","21","19","1","0","14","0","0","1","2","0","0","","","","","",""
