"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","22","11","0","1","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","12","1","0","0","15","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","34","8","1","6","4","1","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","37","23","0","2","15","1","1","0","0","8","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","6","23","1","3","6","7","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","17","10","0","1","12","0","3","0","2","24","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","59","5","0","2","2","0","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","8","55","10","2","9","45","0","4","0","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","9","36","6","0","4","10","1","2","0","1","15","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"目黒区","5","23","9","4","5","8","0","1","0","2","15","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","11","61","36","5","16","33","1","7","0","0","53","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","14","83","31","3","33","43","1","2","0","2","81","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","4","16","6","0","0","9","2","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","6","34","3","0","9","32","0","0","0","0","40","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","3","48","10","0","2","24","0","2","0","2","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","2","39","13","1","2","1","0","1","0","0","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","60","10","3","5","19","2","5","0","1","36","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","9","26","6","2","7","17","0","1","0","2","21","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","59","9","3","6","13","0","1","0","1","22","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","8","87","19","4","16","35","0","1","0","3","86","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","56","20","12","2","31","0","3","0","4","40","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","7","30","6","1","7","24","0","1","0","2","28","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","6","66","16","3","3","39","1","2","0","2","57","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","6","71","25","4","17","65","0","18","0","2","98","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","0","24","1","0","7","23","0","3","2","0","46","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","19","2","0","1","8","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","33","7","3","12","17","0","5","0","0","57","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","55","21","0","22","28","0","2","0","1","70","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","21","119","24","10","20","45","1","8","0","5","95","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","35","74","33","1","23","56","2","10","0","0","127","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","201","1396","382","65","246","683","13","86","3","34","1138","5","9","2","0","9","0","0","0","0","0","1","","","","","",""
