"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","10","0","0","0","8","8","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","58","1","0","0","30","16","0","4","40","1","0","0","1","0","1","0","0","0","0","0","0","0","0"
"1歳","270","0","2","0","93","28","6","1","21","0","0","1","0","2","1","0","0","0","0","0","0","0","0"
"2歳","305","0","2","4","65","36","1","3","4","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"3歳","426","0","4","9","66","33","0","5","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"4歳","536","0","1","12","84","32","2","6","0","0","0","0","0","16","1","0","0","0","0","0","0","0","0"
"5歳","593","0","0","17","77","22","3","4","0","0","0","0","0","13","1","0","0","1","0","0","1","0","0"
"6歳","556","0","0","14","63","17","1","5","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0"
"7歳","463","0","0","12","59","4","1","1","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0"
"8歳","381","0","0","14","43","4","0","3","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0"
"9歳","310","0","0","6","34","3","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","657","0","0","13","73","4","1","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"15〜19歳","147","0","0","2","23","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","436","0","0","8","169","3","0","2","0","0","1","0","0","4","1","0","0","4","0","0","0","0","0"
"30〜39歳","741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6805","1","9","111","887","210","15","39","67","1","1","2","2","85","7","0","0","10","0","0","2","0","0"
