"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","7","0","0","0","27","2","0","1","15","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1歳","22","0","0","0","65","8","1","1","3","0","0","0","0","1","3","0","0","1","0","0","0","0","0","0"
"2歳","32","0","0","2","35","14","0","0","2","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0"
"3歳","34","0","3","6","40","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","40","0","0","10","50","14","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"5歳","48","0","0","5","39","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6歳","36","0","0","5","34","4","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","17","0","0","4","25","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","16","0","0","5","27","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","21","0","0","1","14","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","36","0","0","3","34","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","15","0","0","5","51","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30〜39歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","369","0","3","46","454","61","1","5","20","0","1","0","2","16","8","0","1","4","0","0","0","0","0","1"
