"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","6","0"
"1〜4歳","0","0","0","0","0","0","7","9","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","4","0","1","1","0","0","0","1","0"
"20〜24歳","10","7","6","9","0","2","0","0","0"
"25〜29歳","31","6","4","17","0","3","1","0","0"
"30〜34歳","26","9","8","21","0","1","2","0","0"
"35〜39歳","19","11","12","13","0","2","2","1","0"
"40〜44歳","12","9","11","6","0","1","0","0","0"
"45〜49歳","14","9","5","6","0","0","0","0","0"
"50〜54歳","5","5","2","0","0","0","3","0","0"
"55〜59歳","3","4","3","2","0","1","6","2","0"
"60〜64歳","1","4","0","2","0","0","6","1","0"
"65〜69歳","0","2","0","0","0","0","8","3","0"
"70歳以上","1","4","0","1","0","0","35","4","1"
"合計","126","70","52","78","0","10","77","29","1"
