"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","11","3","0","0"
"1〜4歳","0","0","0","0","0","0","8","19","0","0"
"5〜9歳","0","0","0","0","0","0","5","5","0","0"
"10〜14歳","1","0","0","0","0","0","1","1","0","0"
"15〜19歳","18","2","3","5","1","0","2","0","0","0"
"20〜24歳","45","15","14","11","1","4","1","0","0","0"
"25〜29歳","51","12","22","22","2","4","1","2","0","0"
"30〜34歳","34","20","9","26","1","0","4","0","0","0"
"35〜39歳","25","17","9","9","0","1","3","0","0","0"
"40〜44歳","21","9","2","8","2","2","1","2","0","0"
"45〜49歳","11","14","4","10","1","0","4","1","0","0"
"50〜54歳","5","8","6","4","1","0","1","0","0","0"
"55〜59歳","2","5","1","4","1","0","5","0","1","0"
"60〜64歳","5","5","0","2","0","0","4","1","0","0"
"65〜69歳","1","3","0","1","0","0","4","0","1","0"
"70歳以上","1","4","0","1","1","0","39","9","1","0"
"合計","220","114","70","103","11","11","94","43","3","0"
