"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","1","1","0"
"5〜9歳","0","0","0","0","0","0","3","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","1","0","1","1","0","0","1","0","0"
"20〜24歳","20","7","12","13","0","0","1","0","0"
"25〜29歳","26","2","11","17","0","0","0","0","0"
"30〜34歳","20","7","15","10","0","0","1","0","0"
"35〜39歳","15","11","13","7","0","0","1","0","0"
"40〜44歳","12","7","7","10","0","0","2","0","0"
"45〜49歳","15","4","6","5","0","0","2","0","0"
"50〜54歳","6","2","6","3","0","0","2","0","0"
"55〜59歳","3","3","4","2","0","0","3","0","0"
"60〜64歳","2","3","2","2","0","0","1","0","0"
"65〜69歳","1","0","0","0","0","0","2","0","0"
"70歳以上","0","4","1","1","0","0","10","1","0"
"合計","121","50","78","71","0","0","35","2","0"
