"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","7","0","0","7","0","2","0","5","0","1","0","4","0","0","0","0","0","0","0"
"〜1歳","6","3","2","0","37","3","19","1","33","0","11","0","4","0","0","0","0","0","0","0"
"1歳","18","9","3","1","69","11","50","0","41","0","70","5","5","1","0","0","0","0","0","0"
"2歳","22","5","1","3","46","8","37","5","7","0","28","5","3","0","0","0","0","0","0","0"
"3歳","28","3","0","6","34","10","24","4","2","1","21","9","0","0","0","0","0","0","0","0"
"4歳","32","0","1","5","26","4","16","5","0","0","17","11","1","0","0","0","0","0","0","0"
"5歳","54","0","1","13","21","4","18","1","0","1","2","18","0","0","0","0","0","0","0","0"
"6歳","64","0","0","9","16","1","9","4","0","0","3","6","1","0","0","0","0","0","0","0"
"7歳","56","0","1","5","27","1","0","2","0","0","8","6","1","0","0","0","0","0","0","0"
"8歳","41","0","0","3","14","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","65","0","0","1","12","0","0","5","0","0","2","3","0","0","0","0","0","0","0","0"
"10〜14歳","281","0","0","9","59","1","0","0","0","1","0","7","1","0","1","1","0","0","0","0"
"15〜19歳","151","0","0","1","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","96","0","0","3","45","1","1","1","0","2","6","3","1","0","0","5","0","0","0","0"
"30〜39歳","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1064","27","9","59","422","44","176","29","88","5","169","78","21","1","1","13","0","0","0","0"
