"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","25","0","0","7","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","55","3","1","39","5","4","0","33","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","103","8","6","66","6","22","0","38","0","11","2","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","55","3","4","46","3","10","1","8","1","7","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","20","15","10","36","9","8","1","1","0","11","5","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","10","10","16","38","5","7","1","1","0","6","9","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","1","18","29","8","6","2","1","0","4","13","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","1","0","8","21","33","0","2","0","0","0","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","1","3","12","17","4","1","0","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","1","1","5","9","14","3","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","5","9","17","1","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","15","40","2","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","1","1","12","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","4","4","55","0","3","0","0","4","1","1","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6","270","68","126","449","46","67","5","87","5","54","37","11","1","0","6","0","2","17","0","3","0","0","0","0","0","3","0"
