"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","8","0"
"1〜4歳","0","0","0","0","0","0","3","23","0"
"5〜9歳","0","0","0","0","0","0","2","5","0"
"10〜14歳","1","0","0","0","0","0","0","1","0"
"15〜19歳","11","3","4","1","0","0","0","0","0"
"20〜24歳","38","16","13","16","3","1","2","0","0"
"25〜29歳","53","18","13","22","2","0","0","0","0"
"30〜34歳","36","13","13","12","2","3","0","1","0"
"35〜39歳","21","16","15","12","2","1","1","0","0"
"40〜44歳","12","12","8","2","1","2","1","1","0"
"45〜49歳","9","14","8","5","0","0","2","0","0"
"50〜54歳","2","6","3","2","0","1","2","0","0"
"55〜59歳","3","4","1","2","0","0","4","2","0"
"60〜64歳","2","4","1","0","0","0","6","3","0"
"65〜69歳","0","2","0","0","0","0","5","1","0"
"70歳以上","0","2","0","0","1","0","44","6","0"
"合計","188","110","79","74","11","8","74","51","0"
