"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","36","27","3","4","14","0","15","2","0","",""
"区南部","0","0","0","0","0","0","0","0","0","",""
"区西南部","0","0","0","0","0","0","7","0","0","",""
"区西部","12","9","3","2","0","0","16","9","0","",""
"区西北部","12","4","1","0","2","1","2","2","0","",""
"区東北部","0","1","0","1","0","0","3","2","0","",""
"区東部","5","1","0","2","0","0","1","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","16","2","1","0","1","0","2","0","0","",""
"北多摩西部","2","1","0","4","0","0","0","0","0","",""
"北多摩南部","2","0","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","9","2","0","",""
"島しょ","0","0","0","0","0","0","1","1","0","",""
"合計","85","45","8","14","17","1","56","22","0","",""
