"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1〜4歳","0","0","0","0","0","0","5","1","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","0","0","0","0","0"
"20〜24歳","23","2","8","15","0","0","0","0","0"
"25〜29歳","21","7","11","14","0","0","1","0","0"
"30〜34歳","19","4","13","11","0","0","0","0","0"
"35〜39歳","18","8","12","4","0","0","0","0","0"
"40〜44歳","11","6","11","7","0","0","0","0","0"
"45〜49歳","7","6","8","2","0","0","1","0","0"
"50〜54歳","5","1","6","1","0","0","0","0","0"
"55〜59歳","2","4","1","1","0","0","0","0","0"
"60〜64歳","0","0","2","1","0","0","2","0","0"
"65〜69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","15","1","1"
"合計","106","38","72","56","0","0","36","2","1"
