"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","1","0"
"1〜4歳","0","0","0","0","0","0","8","17","0"
"5〜9歳","0","0","0","0","0","0","5","4","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","4","0","1","2","0","0","0","0","0"
"20〜24歳","15","10","4","13","2","0","0","0","0"
"25〜29歳","22","5","12","12","0","2","4","0","0"
"30〜34歳","13","11","10","11","2","5","0","1","0"
"35〜39歳","17","4","4","11","0","1","2","1","0"
"40〜44歳","6","6","2","4","1","0","0","0","0"
"45〜49歳","3","3","3","3","0","1","4","0","0"
"50〜54歳","3","3","2","2","0","1","2","0","0"
"55〜59歳","3","6","0","2","0","0","5","0","1"
"60〜64歳","3","0","0","0","0","1","5","2","0"
"65〜69歳","1","0","2","0","0","0","10","0","0"
"70歳以上","1","0","0","0","0","0","40","1","6"
"合計","91","48","40","60","5","11","98","27","7"
