"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","4","0"
"1〜4歳","0","0","0","0","0","0","3","19","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","13","0","1","5","1","0","0","0","0"
"20〜24歳","39","7","11","14","1","0","0","0","0"
"25〜29歳","38","12","12","20","1","0","0","0","0"
"30〜34歳","31","15","10","12","2","2","3","0","0"
"35〜39歳","26","7","7","14","1","2","3","1","0"
"40〜44歳","18","11","8","8","1","0","4","2","0"
"45〜49歳","11","5","3","4","1","0","1","0","0"
"50〜54歳","7","3","4","6","3","1","6","0","0"
"55〜59歳","1","1","3","1","0","1","5","0","0"
"60〜64歳","0","3","2","1","0","0","8","1","0"
"65〜69歳","0","1","0","0","2","0","19","1","2"
"70歳以上","1","1","0","0","3","0","73","8","3"
"合計","185","66","61","85","16","6","133","38","5"
