"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","8","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"中央区","2","4","0","0","0","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","12","7","3","1","7","27","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","10","11","0","0","11","15","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"文京","17","18","0","0","5","10","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","13","6","3","0","3","45","3","1","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","10","7","0","0","3","25","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"江東区","22","31","2","0","13","37","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","14","16","2","0","8","21","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","19","0","0","3","30","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","39","40","6","2","15","61","3","2","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","48","51","7","0","14","62","0","0","9","1","0","0","0","0","0","1","0","0","1","0","0","1","3","","","","","",""
"渋谷区","4","9","0","0","1","14","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","1","2","","","","","",""
"中野区","17","14","0","1","9","22","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","19","32","4","2","3","28","3","0","13","3","0","0","0","2","0","0","0","0","1","0","0","1","0","","","","","",""
"池袋","10","21","1","4","7","9","3","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","35","26","2","1","10","27","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","19","21","7","1","2","24","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","25","30","0","0","14","28","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"練馬区","57","35","4","0","26","65","2","0","17","3","0","0","0","0","0","3","0","0","0","0","0","0","0","","","","","",""
"足立","45","59","10","1","19","66","0","1","7","7","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","27","19","5","0","2","14","0","0","5","0","0","0","0","0","1","1","0","0","1","0","0","0","1","","","","","",""
"江戸川","32","47","4","0","15","44","0","1","13","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"八王子市","44","43","4","0","18","54","1","1","8","1","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","",""
"町田市","27","11","1","0","7","36","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","25","28","0","0","3","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","24","39","1","0","4","18","2","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"多摩立川","53","38","6","0","23","39","1","0","17","1","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"多摩府中","76","75","4","3","33","97","2","0","17","2","0","0","0","0","0","0","0","0","0","0","0","2","4","","","","","",""
"多摩小平","43","61","1","3","20","110","1","0","19","0","0","1","0","0","0","0","1","0","0","0","0","2","4","","","","","",""
"島しょ","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","781","828","77","19","299","1055","23","6","218","26","2","1","0","3","1","9","1","0","4","0","0","13","32","","","","","",""
