"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","139","48","4","3","48","53","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","11","","","","","",""
"区南部","193","50","2","3","12","70","4","0","1","3","1","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","189","61","5","2","26","77","4","0","2","3","0","1","1","0","0","1","0","0","0","0","0","3","9","","","","","",""
"区西部","198","63","7","2","40","50","16","0","1","2","0","0","0","1","0","1","0","0","0","0","0","2","6","","","","","",""
"区西北部","382","135","3","3","53","85","3","0","2","4","0","4","0","0","0","1","0","0","0","0","0","0","3","","","","","",""
"区東北部","302","108","4","8","61","63","1","0","0","2","1","1","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"区東部","292","86","2","3","54","79","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"西多摩","104","30","0","4","4","15","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"南多摩","493","99","2","3","35","102","4","0","2","7","0","2","2","0","0","0","0","0","0","0","0","1","1","","","","","",""
"北多摩西部","196","36","1","0","50","42","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","317","59","1","4","44","60","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","6","15","","","","","",""
"北多摩北部","239","64","0","8","57","67","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","16","","","","","",""
"島しょ","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3044","849","31","43","484","763","36","0","11","29","3","10","4","1","0","4","0","0","0","0","0","15","71","","","","","",""
