"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","24","9","5","19","1","0","9","4","0","",""
"区南部","3","1","0","0","0","0","1","0","0","",""
"区西南部","8","3","1","5","0","2","0","2","0","",""
"区西部","19","23","24","30","0","6","53","12","3","",""
"区西北部","13","7","6","8","0","0","2","7","0","",""
"区東北部","0","2","2","3","0","0","6","12","0","",""
"区東部","26","5","5","10","1","1","3","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","2","0","0","5","0","0","",""
"北多摩北部","0","0","0","0","1","0","8","10","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","94","50","43","77","3","9","88","49","3","",""
