"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","26","13","5","3","3","1","7","1","0","",""
"区南部","3","0","0","0","0","0","1","0","0","",""
"区西南部","4","10","9","1","0","0","1","1","0","",""
"区西部","15","2","4","3","2","0","14","4","0","",""
"区西北部","11","7","2","2","0","1","3","1","0","",""
"区東北部","2","1","1","0","1","0","1","5","0","",""
"区東部","21","3","1","2","1","1","0","5","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","12","1","0","4","1","0","1","0","0","",""
"北多摩西部","13","3","1","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","16","1","0","",""
"北多摩北部","0","0","1","0","0","0","11","3","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","107","40","24","16","9","3","55","21","0","",""
