"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","10","1435","21","2","0","28","1","1","0","2","3","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","1","0","8"
"〜1歳","7","22","*","58","3","1","90","0","10","0","12","15","1","3","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","18","17","7570","96","13","9","143","3","37","3","30","68","4","7","2","0","2","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","27","17","*","55","16","19","105","0","14","9","15","56","2","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","33","9","*","21","8","32","87","8","8","11","2","20","2","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","29","12","*","6","5","49","78","1","18","11","1","21","3","4","0","0","5","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"5歳","36","14","4905","3","5","46","76","4","6","16","2","13","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","36","13","*","1","2","45","68","9","2","3","1","7","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","40","16","*","2","3","53","46","5","2","3","2","6","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","38","19","*","0","2","36","41","3","1","5","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","28","22","*","0","2","27","46","8","3","0","0","7","2","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","232","251","2583","1","6","58","114","14","1","3","0","9","2","0","0","0","2","0","0","6","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"15〜19歳","137","188","966","0","1","7","31","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","38","122","755","0","3","16","78","0","3","2","0","1","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","39","132","941","0","0","0","0","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","37","161","862","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","26","190","799","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"60〜69歳","7","109","494","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","7"
"70〜79歳","3","99","419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","1","0","0","0","12"
"80歳以上","3","90","294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","23"
"合計","818","1513","22023","264","71","398","1031","56","106","67","67","228","24","21","3","2","40","0","0","19","0","0","3","67","0","0","0","0","0","3","0","2","0","65"
