"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","11","0","0","7","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","35","1","0","34","1","4","2","32","0","7","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","64","3","1","53","9","19","0","30","0","13","1","4","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","3","17","8","7","34","6","10","1","6","0","12","1","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","2","3","5","4","36","7","7","2","2","0","13","4","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","1","7","10","15","30","10","9","1","0","0","9","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","0","10","20","36","6","6","2","0","0","6","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","8","18","18","5","1","0","0","0","6","6","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","1","1","2","9","20","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","3","1","24","1","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","5","7","0","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","5","11","34","4","0","0","0","0","1","2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","1","2","10","48","0","1","0","0","2","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","14","139","58","101","389","49","61","9","70","2","69","27","22","1","1","4","0","0","14","0","0","0","0","0","0","0","0","0"
