"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","52","25","1","6","14","0","12","4","0","",""
"区南部","2","1","0","0","1","0","2","0","0","",""
"区西南部","3","0","0","0","0","0","4","2","1","",""
"区西部","26","4","4","8","0","0","8","2","1","",""
"区西北部","13","1","1","0","1","1","6","0","0","",""
"区東北部","1","0","0","0","2","0","0","0","0","",""
"区東部","4","0","1","1","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","4","2","1","2","1","0","0","0","0","",""
"北多摩西部","10","1","2","3","3","0","0","0","0","",""
"北多摩南部","4","5","1","0","0","1","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","119","39","11","20","22","2","38","9","2","",""
