"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","61","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","50","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","99","0","1","2","20","1","0","1","2","0","0","0","0","0","0","0","0","1","1","0","0","0","","","","","",""
"新宿区","126","0","0","0","10","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","65","0","0","3","7","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","","","","","",""
"台東","89","0","1","6","13","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","84","0","0","0","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","235","1","0","3","44","6","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","125","0","1","1","22","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","30","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","221","0","4","9","45","2","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","392","4","3","15","42","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","50","1","0","2","9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"中野区","122","0","0","4","11","7","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","217","0","0","5","24","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","102","2","0","1","13","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北区","150","0","0","2","12","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","179","0","0","1","8","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","155","0","0","2","16","6","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","288","0","1","11","23","3","1","0","2","1","0","3","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","269","2","1","2","44","2","0","1","2","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","211","0","1","7","6","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","","","","","",""
"江戸川","282","0","0","21","45","5","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","337","1","1","20","31","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","296","1","1","26","29","4","1","0","2","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","178","0","1","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"南多摩","308","1","0","5","24","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","320","1","2","13","25","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","420","0","0","10","53","6","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","4","","","","","",""
"多摩小平","423","2","0","5","29","10","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5898","16","18","180","635","83","8","12","38","4","1","16","5","1","0","4","0","2","2","1","0","17","","","","","",""
