"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","9","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","8","1","1","1","4","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","15","3","1","7","37","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","34","3","0","4","28","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"文京","7","0","2","5","17","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","21","0","0","2","43","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","26","0","0","11","19","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","37","1","1","15","69","1","0","6","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","16","0","2","14","39","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","15","0","0","4","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","35","0","0","14","76","3","2","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","79","6","6","11","92","7","1","3","7","0","1","1","2","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","6","0","0","2","7","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","24","0","0","4","33","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","36","1","0","8","34","1","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","1","0","3","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","40","0","0","6","30","0","1","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","30","2","0","17","16","3","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","25","0","0","6","28","1","0","3","2","0","0","2","0","0","0","1","0","0","0","0","1","1","","","","","",""
"練馬区","37","0","0","21","44","5","3","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","35","0","2","15","64","2","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","47","3","0","11","39","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","44","2","2","29","54","6","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","120","4","2","39","83","3","2","2","2","2","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","58","4","0","29","46","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","22","0","2","8","24","2","0","2","0","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","43","2","0","14","29","5","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","43","2","0","10","37","1","0","5","2","1","0","1","0","0","0","0","0","0","0","0","1","0","","","","","",""
"多摩府中","107","3","2","30","65","7","2","5","4","2","0","3","0","0","0","0","1","0","0","0","0","2","","","","","",""
"多摩小平","66","4","5","33","42","4","0","4","8","0","0","3","2","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","7","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1096","42","29","373","1128","70","11","84","62","6","2","42","6","0","0","3","1","1","2","0","2","4","","","","","",""
