"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","13","0","0","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","73","0","7","8","60","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","40","1","2","9","26","9","0","2","1","0","0","0","0","0","0","1","0","0","0","0","9","6","2","2","2","0"
"文京","51","0","0","2","7","8","0","0","1","0","0","1","0","0","0","2","0","0","0","0","5","3","1","1","1","0"
"台東","17","2","2","6","26","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","43","0","0","4","20","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","144","0","0","8","57","0","0","0","3","0","0","3","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","56","0","1","23","48","4","1","3","5","0","0","0","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","18","0","0","0","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","168","0","10","13","66","17","3","12","7","0","0","2","0","1","0","1","0","0","1","0","16","9","2","1","1","0"
"世田谷","136","0","3","5","44","8","0","0","3","0","0","2","0","0","0","0","0","0","0","0","15","8","2","2","2","0"
"渋谷区","41","0","0","2","18","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","103","0","0","5","60","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","117","0","0","14","53","3","0","2","3","0","0","1","0","1","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","53","0","2","1","14","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","47","0","1","2","28","4","0","0","5","0","0","6","1","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","23","0","0","11","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","71","0","0","0","26","9","0","1","0","0","0","0","0","0","1","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","106","0","0","1","17","5","0","0","2","0","0","1","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","81","0","1","9","19","1","0","0","1","0","2","2","0","0","0","0","0","0","0","0","11","5","2","0","0","0"
"葛飾区","100","0","0","10","20","10","0","1","1","1","0","5","1","0","0","0","0","0","3","2","8","3","1","1","1","0"
"江戸川","159","0","1","18","45","10","1","0","6","0","0","4","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"八王子市","201","0","0","73","48","12","1","1","1","1","0","15","0","0","0","1","0","0","0","0","10","4","2","1","1","0"
"町田市","221","1","0","21","52","6","0","4","4","0","0","5","2","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","183","0","0","5","33","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","162","0","1","17","13","12","0","0","2","0","1","2","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","111","0","0","2","17","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","174","0","0","4","34","10","0","0","3","0","0","2","0","1","0","1","0","0","0","0","21","10","3","2","3","0"
"多摩小平","261","2","1","18","49","6","0","0","1","0","0","5","3","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","26","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","3013","6","32","291","913","176","7","30","55","2","3","62","9","3","1","7","0","0","4","2","287","149","39","24","25","0"
