"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","1","2","1","3","0","2","0","7","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","1","6","22","9","2","0","1","0","11","1","1","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","1","5","1","3","1","1","0","20","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","1","2","2","1","7","0","1","0","7","2","0","0","0","2","0","0","0","0","","","","","",""
"台東","0","0","4","0","13","3","4","0","0","0","21","5","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","1","1","6","1","0","1","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","1","10","1","10","2","1","0","27","1","0","0","0","2","0","0","0","0","","","","","",""
"品川区","0","0","0","5","9","0","14","3","2","0","36","0","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","3","0","3","1","2","0","1","0","4","2","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","1","10","8","11","1","8","1","3","3","40","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","3","2","14","4","3","2","2","0","24","3","1","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","3","1","11","0","3","0","0","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","1","0","14","2","6","0","2","0","6","2","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","13","3","9","4","0","0","1","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","4","5","3","9","0","2","0","26","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","0","2","3","1","0","0","0","4","5","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","4","1","3","0","2","0","2","0","6","2","0","1","2","2","0","0","0","0","","","","","",""
"練馬区","0","0","1","3","4","1","7","0","0","1","10","0","0","0","0","2","0","0","0","0","","","","","",""
"足立","0","0","1","1","8","3","1","1","2","0","17","7","1","0","0","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","3","4","3","3","0","2","1","24","3","0","0","0","1","0","0","0","1","","","","","",""
"江戸川","0","1","4","4","7","4","9","1","5","0","41","1","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","5","4","16","8","12","4","2","2","17","4","4","0","0","0","0","0","0","0","","","","","",""
"町田市","5","0","2","24","8","2","8","0","2","0","37","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","1","3","0","2","0","3","0","12","1","1","0","0","1","0","0","0","0","","","","","",""
"南多摩","0","0","0","2","5","1","7","1","0","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","6","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","0","5","1","2","1","4","0","21","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","10","9","27","4","10","0","2","0","36","1","2","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","2","71","90","232","67","141","17","45","8","494","46","11","2","2","11","0","0","0","1","","","","","",""
