"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","9","2","0","1","9","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","3","5","0","0","1","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","9","11","2","1","10","26","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"新宿区","7","12","2","0","8","18","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"文京","3","7","0","1","2","22","2","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"台東","9","6","1","0","2","37","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","14","2","0","2","22","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","10","13","6","0","13","65","2","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","8","3","0","2","36","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","16","0","0","1","19","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","19","24","7","1","7","77","1","0","6","3","0","1","1","1","0","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","15","37","8","0","12","53","1","0","5","0","0","0","0","0","0","1","0","0","1","0","0","0","5","","","","","",""
"渋谷区","13","7","0","0","0","10","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","5","","","","","",""
"中野区","11","19","0","0","13","62","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","21","19","8","4","7","113","1","0","2","1","0","1","0","1","0","0","0","0","2","0","0","1","2","","","","","",""
"池袋","10","19","0","0","3","17","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","19","19","4","1","8","28","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","15","3","1","8","43","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","20","0","3","5","44","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"練馬区","20","25","1","3","18","60","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","11","73","4","7","11","77","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","8","15","0","0","2","41","1","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江戸川","13","39","12","0","12","51","0","0","11","0","0","0","1","0","0","2","0","0","0","0","0","0","0","","","","","",""
"八王子市","15","39","9","0","18","84","1","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"町田市","12","18","0","0","5","26","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","25","0","0","0","18","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","6","35","2","0","5","25","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","16","50","3","0","10","35","3","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","58","63","4","1","29","86","4","0","11","1","0","2","1","0","0","0","0","0","0","0","0","1","8","","","","","",""
"多摩小平","11","67","6","2","22","112","1","0","14","3","0","0","0","0","0","0","1","0","0","1","0","1","5","","","","","",""
"島しょ","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","360","730","89","25","237","1333","29","2","143","19","0","4","3","2","0","9","1","0","4","1","0","5","39","","","","","",""
