"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","12","4","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","13","2","1","0","2","0","0","0","0"
"20〜24歳","48","8","7","9","5","0","0","0","0"
"25〜29歳","29","9","4","5","4","1","0","0","0"
"30〜34歳","9","10","4","4","6","1","0","0","0"
"35〜39歳","8","5","3","3","6","1","0","0","0"
"40〜44歳","2","2","3","1","2","0","1","0","1"
"45〜49歳","0","2","0","0","0","0","1","0","0"
"50〜54歳","0","1","0","0","0","0","2","0","0"
"55〜59歳","0","1","0","0","1","0","1","1","0"
"60〜64歳","1","0","0","0","0","0","5","1","0"
"65〜69歳","0","0","1","0","0","0","3","0","0"
"70歳以上","0","0","0","0","0","0","11","0","0"
"合計","110","40","23","22","26","3","41","7","1"
