"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","8","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","22","0","0","6","64","0","0","2","1","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"新宿区","21","1","1","2","25","6","0","0","1","0","0","0","1","0","0","1","0","0","2","0","","","","","",""
"文京","7","0","0","2","14","3","1","0","1","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"台東","10","2","0","1","30","4","1","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","3","0","3","29","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","31","1","0","4","69","2","0","0","1","0","1","4","0","0","0","1","0","0","0","0","","","","","",""
"品川区","10","0","0","8","58","3","0","0","2","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","0","0","3","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","46","1","0","6","74","15","0","5","3","1","0","1","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","42","1","0","3","54","6","2","0","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","18","0","0","0","15","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","19","0","0","1","44","7","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","33","0","0","2","39","4","0","1","4","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","15","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","21","0","0","2","37","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","11","0","0","1","22","8","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","19","0","0","0","16","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","40","0","0","3","23","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","20","0","0","0","32","4","0","0","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","33","0","0","2","25","6","1","0","1","0","0","2","0","0","0","0","0","0","5","1","","","","","",""
"江戸川","55","2","10","37","43","5","1","0","1","0","1","6","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","24","0","3","24","52","7","4","0","1","0","0","4","2","0","0","1","0","0","0","0","","","","","",""
"町田市","22","2","0","25","80","8","1","3","1","0","0","8","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","19","0","0","2","18","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","31","1","1","2","18","7","0","0","0","1","0","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","17","0","0","0","15","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","46","0","0","1","39","4","0","0","4","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"多摩小平","60","3","0","15","69","4","1","0","3","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","715","17","15","155","1042","141","16","11","31","5","3","47","6","0","0","9","0","0","8","1","","","","","",""
