"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","","","","","",""
"中央区","11","0","0","3","8","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","40","1","0","5","15","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","25","2","0","6","19","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","24","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","13","0","5","10","15","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","30","3","0","5","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","35","1","0","6","32","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","22","2","0","9","18","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","13","1","0","7","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","52","2","1","21","41","1","0","1","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","83","3","0","15","53","2","1","1","2","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","14","0","0","4","7","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","27","0","1","14","21","5","0","2","4","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","42","3","0","14","17","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","12","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","34","1","0","1","15","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","17","2","0","4","16","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","22","0","1","3","18","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","53","1","3","29","33","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","42","1","1","11","32","4","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","40","0","0","5","21","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"江戸川","50","3","2","22","27","7","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","65","2","5","16","50","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","57","1","1","11","29","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","35","0","1","9","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","44","5","2","9","11","1","0","1","3","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","60","2","0","16","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","80","0","1","33","44","1","0","1","6","0","3","3","1","0","0","0","1","1","0","0","1","","","","","",""
"多摩小平","96","4","0","33","37","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","3","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1143","40","24","326","636","37","3","12","46","1","14","7","1","0","3","0","1","2","0","1","11","","","","","",""
