"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","23","2","0","0","1","1","6","0","1","3","0","0","0","0","0","0","1","3","0","0","0","5","4","3","0","2","2","2"
"中央区","1","11","0","0","0","4","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","2","34","2","1","6","7","0","25","1","2","1","0","0","0","0","0","0","0","0","0","0","0","4","9","6","0","1","1","1"
"新宿区","6","36","0","0","5","24","0","19","4","1","1","0","0","0","0","0","0","0","7","0","0","0","4","12","8","2","2","2","2"
"文京","2","33","2","0","6","8","0","28","9","0","1","0","0","0","0","1","0","0","1","0","0","0","7","7","4","1","1","1","1"
"台東","9","17","0","1","3","30","0","53","3","5","5","1","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","8","50","0","0","7","2","0","18","0","0","2","0","0","1","0","0","0","0","9","0","0","0","5","8","5","1","1","1","1"
"江東区","19","27","4","0","14","33","3","125","24","4","13","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","5","16","2","4","4","12","5","19","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","3","16","0","0","3","5","0","36","4","2","2","0","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","8","63","4","3","13","54","1","116","15","5","13","1","0","1","0","0","0","0","2","0","0","0","1","21","13","2","1","1","1"
"世田谷","20","61","2","0","16","42","0","142","16","3","14","2","1","0","0","2","0","1","5","0","0","1","4","25","16","2","2","2","2"
"渋谷区","1","15","1","1","1","10","0","21","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","7","4","1","1","1","1"
"中野区","10","45","1","1","13","29","1","88","5","2","4","2","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","8","56","3","11","10","34","0","69","6","3","8","0","0","0","0","1","0","0","21","0","0","0","6","17","11","1","2","2","2"
"池袋","12","38","2","0","4","4","1","27","6","1","1","0","0","0","0","2","0","0","3","0","0","0","0","8","5","1","1","1","1"
"北区","8","52","1","1","7","20","0","41","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","7","36","11","1","7","14","0","91","3","6","3","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","3","51","0","1","13","19","0","62","4","1","0","1","0","0","0","1","0","0","1","0","0","0","2","16","10","2","1","1","1"
"練馬区","8","85","3","5","17","19","2","150","6","4","10","1","3","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","11","82","2","2","14","50","0","54","7","6","6","1","0","2","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","8","59","0","0","10","18","2","53","4","2","3","0","1","0","0","0","0","0","10","0","0","0","5","13","8","1","1","1","1"
"江戸川","16","103","1","4","10","30","11","128","2","1","9","0","0","0","0","1","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","4","88","0","0","28","58","12","141","7","4","7","3","0","2","0","2","0","0","0","0","0","0","5","18","11","2","1","1","1"
"町田市","3","62","0","0","21","40","0","106","5","0","6","0","1","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","2","61","0","1","10","12","3","28","2","0","3","0","0","0","0","0","0","0","4","0","0","0","1","14","8","1","1","1","1"
"南多摩","1","63","1","0","7","10","1","58","3","5","3","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","8","93","2","0","20","26","0","116","5","3","3","0","0","0","0","1","0","0","0","0","0","0","8","21","14","2","1","1","1"
"多摩府中","15","156","4","4","60","62","3","257","17","6","21","2","4","0","0","1","0","0","8","0","0","2","17","33","21","3","3","3","3"
"多摩小平","18","116","4","2","56","52","0","221","6","10","8","1","0","0","0","2","0","0","1","0","0","0","17","23","15","2","2","2","2"
"島しょ","20","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","1"
"合計","246","1649","54","43","385","729","46","2312","174","81","156","17","11","7","0","14","0","2","75","0","0","3","96","419","264","39","25","25","25"
