"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","3","0"
"1〜4歳","0","0","0","0","0","0","6","12","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","2","1","0","3","0","0","2","1","0"
"20〜24歳","19","4","5","10","0","0","1","0","0"
"25〜29歳","28","3","15","18","0","3","2","0","0"
"30〜34歳","23","10","12","24","0","1","4","1","0"
"35〜39歳","15","13","8","18","0","1","1","0","0"
"40〜44歳","11","8","4","7","0","1","2","0","0"
"45〜49歳","8","3","3","7","0","0","1","0","0"
"50〜54歳","1","1","4","2","0","0","4","0","0"
"55〜59歳","2","2","0","4","0","0","7","0","1"
"60〜64歳","1","2","2","1","0","0","13","0","1"
"65〜69歳","0","3","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","42","4","4"
"合計","110","50","53","94","0","6","95","23","6"
