"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","51","0","1","3","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","4","3","0","2","2","0"
"中央区","78","0","2","11","74","16","4","0","2","1","1","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","132","2","5","22","42","1","3","0","3","1","0","0","0","0","0","0","0","3","1","0","0","9","6","0","1","1","0"
"新宿区","158","3","0","28","56","2","0","2","2","0","1","0","1","0","0","0","0","0","0","0","4","12","8","1","2","2","0"
"文京","184","0","1","3","43","5","7","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"台東","108","2","20","26","90","3","9","3","2","1","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","102","0","4","20","30","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","6","8","5","1","1","1","0"
"江東区","244","3","1","71","116","10","9","3","2","0","0","0","1","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","123","0","8","18","79","14","7","2","2","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","172","2","4","26","57","4","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","354","5","12","60","166","8","4","0","6","0","2","1","0","0","0","0","0","3","0","0","2","20","12","2","1","1","0"
"世田谷","549","0","9","57","185","8","5","2","3","1","2","0","0","0","1","0","0","0","0","0","14","25","16","2","2","2","0"
"渋谷区","99","0","0","2","24","0","6","0","1","0","0","0","0","0","1","0","0","3","0","0","3","7","4","1","1","1","0"
"中野区","309","0","3","32","68","3","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","382","0","4","20","115","2","5","2","3","0","0","1","0","0","0","0","0","0","0","0","14","17","11","1","2","2","0"
"池袋","190","3","4","2","28","0","0","0","0","16","0","0","0","0","1","0","0","2","0","0","0","8","5","1","1","1","0"
"北区","203","1","0","20","42","3","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","196","12","2","19","59","4","1","3","4","1","0","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","372","0","2","19","82","1","2","0","9","0","0","0","0","0","0","0","0","0","0","0","1","16","10","2","1","1","0"
"練馬区","398","4","3","83","120","9","13","0","6","0","0","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","365","11","10","36","103","3","14","0","6","2","1","0","0","0","2","0","0","0","0","0","0","19","12","1","0","0","0"
"葛飾区","350","2","1","18","94","3","9","0","3","0","0","0","0","0","1","0","0","0","0","0","9","13","8","1","1","1","0"
"江戸川","402","1","3","67","156","8","0","2","4","1","0","1","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","608","5","4","69","171","14","46","3","7","2","1","0","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","411","1","0","30","91","6","22","0","2","0","0","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","230","0","4","25","39","2","1","0","2","0","0","2","0","0","0","0","0","1","0","0","0","14","8","1","1","1","0"
"南多摩","312","1","4","32","68","16","20","2","2","0","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","460","0","6","17","120","16","9","0","5","0","1","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","953","1","12","67","169","21","15","3","13","0","0","3","2","0","2","0","0","3","0","0","13","33","21","3","3","3","0"
"多摩小平","717","6","16","86","147","9","13","0","9","1","2","0","1","0","1","0","1","0","0","0","15","22","14","2","2","2","0"
"島しょ","128","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9340","65","145","989","2639","191","246","28","107","29","16","9","5","0","11","0","2","16","1","0","84","416","261","37","25","25","0"
