"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","18","9","2","1","11","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","57","11","5","1","53","6","0","0","41","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","207","8","11","13","170","18","3","3","46","0","0","0","0","0","0","1","0","0","0","0","2","2","0","0","1","0","0","1","1"
"2歳","302","5","8","21","153","21","1","7","10","0","2","1","0","1","0","0","0","0","0","0","4","1","0","0","0","0","0","1","0"
"3歳","356","4","8","44","109","21","4","5","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"4歳","579","0","10","72","138","36","0","11","0","0","1","6","3","0","0","2","0","0","0","0","0","2","0","0","1","0","0","1","1"
"5歳","704","0","1","83","102","30","0","14","1","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","736","0","2","65","107","20","0","11","0","0","1","6","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","612","0","1","56","89","13","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","513","0","0","43","67","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","475","0","0","27","70","2","0","4","0","0","0","2","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","2","0"
"10〜14歳","1837","0","1","64","133","7","0","6","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","372","0","0","5","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","254","0","0","31","176","1","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","2","0"
"50〜59歳","258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","1","0","3","1"
"80歳以上","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","9","0"
"合計","8563","37","49","526","1415","182","8","72","99","0","5","28","8","5","0","12","0","1","1","0","6","31","1","0","3","1","0","27","3"
