"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","6","1","1","1","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"〜1歳","33","5","0","1","43","0","0","0","28","0","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"1歳","84","4","8","12","81","4","1","0","27","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","129","2","6","17","76","1","1","1","4","0","0","5","3","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1"
"3歳","147","1","4","28","56","6","0","3","2","0","0","2","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","1","0"
"4歳","193","0","3","63","85","9","1","1","0","0","0","9","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","275","0","2","71","69","4","1","0","0","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","270","0","2","48","72","3","0","3","0","0","0","8","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"7歳","298","0","2","50","45","6","0","3","0","0","0","12","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"8歳","239","0","0","43","40","2","0","3","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","165","0","0","22","42","2","0","1","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","502","0","0","37","86","0","0","3","0","0","0","7","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","152","0","0","1","19","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","82","0","1","10","86","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","1","0","0","0","1"
"80歳以上","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","3081","13","29","404","804","38","4","19","63","0","1","68","8","0","0","7","0","1","9","1","2","12","2","0","3","0","0","8","3"
