"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","31","1","2","31","6","0","0","4","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","42","8","2","214","21","6","1","62","0","4","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","27","63","30","15","617","53","15","0","61","0","3","3","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","30","21","18","23","482","48","9","1","10","0","3","4","3","1","0","3","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","45","13","23","46","477","65","14","1","1","0","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","32","6","19","91","469","84","10","1","0","0","1","4","3","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","61","0","13","94","460","47","10","4","1","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","61","0","11","97","360","45","6","3","0","0","1","8","3","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","39","1","4","79","329","11","3","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","34","0","7","70","329","8","4","2","0","0","0","4","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"9歳","45","0","2","61","235","6","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","152","2","3","106","749","10","2","2","0","0","0","3","0","0","0","3","0","0","1","0","1","0","0","0","0","0","1","0"
"15〜19歳","57","2","0","6","235","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","101","0","9","35","1002","2","4","1","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","0"
"30〜39歳","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","3","0","1","0","0","0","0","0","1","0"
"40〜49歳","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","966","181","148","727","5989","407","85","16","139","0","15","40","21","3","0","31","2","2","23","0","3","0","0","0","0","0","3","0"
