"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","10","3","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","43","9","0","1","53","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","0","2","4","105","41","0","3","18","0","2","3","0","2","6","1","0","0","0","0","0","0","0"
"2歳","1","0","10","10","95","29","1","10","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"3歳","0","0","9","23","87","27","1","12","0","0","3","2","0","7","0","0","0","0","0","0","1","0","0"
"4歳","0","0","5","29","79","20","0","16","0","0","0","0","0","8","1","2","0","0","0","0","0","0","0"
"5歳","0","0","1","32","61","13","0","13","0","0","2","0","0","5","0","0","0","0","0","0","0","0","0"
"6歳","0","0","0","21","48","5","0","12","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0"
"7歳","0","0","3","32","33","6","0","16","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","1","0","0","12","14","5","0","6","0","0","1","0","1","6","0","1","0","0","0","0","0","0","0"
"9歳","0","0","1","11","22","3","0","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","11","35","4","0","8","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"15〜19歳","1","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","1","1","2","17","79","7","0","2","0","0","3","0","0","2","0","0","0","3","0","0","0","0","1"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","1","34","204","722","172","2","101","77","0","12","6","3","40","10","4","1","13","1","0","2","0","1"
