"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","35","9","0","1","8","5","0","0","0","0","0","0","1","0","0","0","0","1","0","0","5","0","0","0","0","0","5","0"
"〜1歳","99","15","0","1","86","14","3","1","45","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","388","26","8","8","205","30","11","0","65","0","1","1","2","0","0","0","0","0","0","0","6","0","0","0","0","0","6","0"
"2歳","413","4","7","13","137","40","9","1","12","0","2","2","1","0","0","1","0","0","2","0","2","0","0","1","0","0","1","1"
"3歳","455","1","7","44","115","34","3","2","2","0","0","4","0","1","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"4歳","601","0","12","67","123","31","0","6","0","0","0","8","2","0","0","0","0","0","4","0","1","0","0","0","0","0","1","0"
"5歳","502","0","8","59","125","20","0","4","1","0","0","5","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0"
"6歳","518","0","4","52","113","15","0","3","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","441","0","5","54","86","8","2","2","0","0","0","4","0","1","0","0","0","1","0","0","2","0","0","1","0","0","1","1"
"8歳","371","0","2","33","86","3","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","310","0","1","29","76","3","0","2","0","0","0","2","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0"
"10〜14歳","1435","1","2","49","258","5","1","1","0","0","0","4","0","0","0","2","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","632","0","1","2","98","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","701","1","4","24","404","1","0","0","0","1","0","3","1","0","0","3","0","0","2","0","3","0","0","0","0","0","3","0"
"30〜39歳","1038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","3","0","0","0","0","0","3","0"
"40〜49歳","1021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","0","2","0"
"50〜59歳","488","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0","0","0","0","3","0"
"60〜69歳","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","0","0","0","0","0","7","0"
"70〜79歳","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","16","1","1","0","0","0","15","0"
"80歳以上","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","1","0","2","1","0","13","2"
"合計","9996","57","61","436","1920","209","30","23","125","2","4","39","8","3","0","16","1","4","16","0","73","2","1","4","1","0","67","4"
