"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","5","27","0","0","12","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"〜1歳","18","26","4","0","138","10","2","1","43","0","2","0","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"1歳","47","39","19","6","377","37","12","3","58","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","56","13","18","17","296","49","8","2","10","0","2","1","5","2","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"3歳","58","6","15","37","251","52","12","1","2","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","65","2","25","49","256","51","5","2","0","0","0","6","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","69","2","13","56","209","45","5","3","1","1","1","12","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","57","0","11","64","162","27","4","4","0","0","0","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","66","0","7","41","164","13","3","2","0","0","0","5","0","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0"
"8歳","56","0","7","40","147","7","4","5","0","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"9歳","35","0","1","35","133","6","0","5","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","214","0","4","59","373","6","0","0","0","0","0","4","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"15〜19歳","95","0","0","3","146","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","181","0","9","21","768","5","0","0","0","1","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","1","0","0","0","0","0","1","0"
"50〜59歳","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","1"
"合計","1577","115","133","428","3432","311","55","28","116","3","9","43","20","3","0","12","2","2","19","0","11","0","0","2","0","0","9","2"
