"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","0","1","0","0","0","0","2","0","0"
"20〜24歳","15","2","9","9","0","0","1","0","0"
"25〜29歳","21","7","12","11","0","0","0","0","0"
"30〜34歳","17","12","17","14","0","0","2","0","0"
"35〜39歳","12","12","8","7","0","0","1","1","0"
"40〜44歳","16","13","6","13","0","0","2","0","0"
"45〜49歳","8","9","6","10","0","0","2","0","0"
"50〜54歳","6","9","6","2","0","0","0","0","0"
"55〜59歳","6","7","4","0","0","0","2","0","0"
"60〜64歳","0","2","0","0","0","0","1","0","0"
"65〜69歳","0","2","1","0","0","0","2","2","0"
"70歳以上","2","4","1","1","0","0","14","1","0"
"合計","103","80","70","67","0","0","39","6","0"
