"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","4","0"
"1〜4歳","0","0","0","0","0","0","1","11","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","0","0","2","0","0","0","0","0"
"20〜24歳","16","5","2","8","0","0","0","0","0"
"25〜29歳","29","6","7","19","0","1","0","0","0"
"30〜34歳","19","10","13","14","0","0","1","0","0"
"35〜39歳","22","11","9","15","0","0","1","0","0"
"40〜44歳","12","1","5","16","0","1","1","1","0"
"45〜49歳","12","11","4","3","0","1","0","0","0"
"50〜54歳","6","5","3","1","0","1","2","0","0"
"55〜59歳","3","2","1","0","0","1","5","0","0"
"60〜64歳","2","1","1","0","0","0","3","1","1"
"65〜69歳","0","2","1","0","0","1","9","1","0"
"70歳以上","0","1","1","0","0","0","36","6","0"
"合計","121","55","47","78","0","6","67","25","1"
