"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","0","0","0","10","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","16","0","0","0","4","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"みなと","61","3","6","1","20","4","0","5","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"新宿区","44","1","5","0","21","0","0","1","2","0","0","0","0","0","0","1","1","0","1","0","0","","","","","",""
"文京","30","0","0","4","9","4","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","38","1","2","4","23","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","30","1","1","4","18","5","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","90","5","1","2","86","8","1","5","3","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","36","1","0","9","41","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","1","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","101","8","3","11","76","7","0","4","4","0","1","1","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","91","4","0","7","72","7","0","3","0","0","0","6","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","22","0","1","0","24","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","51","0","2","2","40","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","79","1","1","1","44","6","0","11","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","33","0","0","0","9","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","45","2","1","3","17","7","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","44","7","3","4","29","3","0","2","1","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","39","3","2","3","21","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","93","0","4","7","56","16","0","6","8","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","95","3","3","27","95","12","0","7","3","3","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","80","0","0","7","27","5","0","4","1","0","0","6","0","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","143","2","4","21","93","14","1","9","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","145","7","4","19","120","14","1","8","5","1","0","3","0","1","0","0","0","0","0","0","0","","","","","",""
"町田市","81","0","1","9","60","22","1","2","0","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","96","4","1","1","41","9","0","7","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","79","3","5","7","31","12","0","1","2","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","106","4","0","9","49","14","1","2","3","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","193","1","3","16","81","26","2","8","2","0","0","16","1","0","0","1","0","0","0","0","0","","","","","",""
"多摩小平","145","7","6","17","76","24","0","4","7","1","0","5","3","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","24","0","0","0","0","2","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2153","69","59","196","1314","236","9","101","60","5","2","66","14","2","1","8","2","0","1","1","0","","","","","",""
