"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","666","3","3","19","64","8","1","1","6","0","0","0","1","0","2","0","0","0","0","0","9","","","","","",""
"区南部","672","6","2","16","77","1","2","3","2","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","860","3","2","18","68","5","1","4","3","1","0","0","0","0","0","1","1","0","0","0","6","","","","","",""
"区西部","875","2","1","24","71","4","0","1","4","0","1","1","0","0","1","0","0","0","0","1","16","","","","","",""
"区西北部","1215","7","4","39","77","3","2","1","4","0","1","1","0","0","1","0","0","0","0","1","3","","","","","",""
"区東北部","1028","7","1","25","74","5","0","0","8","1","2","1","0","0","1","0","0","0","0","0","3","","","","","",""
"区東部","1033","1","2","39","89","1","2","1","3","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","337","1","0","2","16","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1641","1","3","61","108","2","2","1","7","0","1","4","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","523","1","3","15","25","2","0","2","1","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","956","3","2","27","43","3","2","2","1","0","1","0","0","0","1","0","0","0","1","0","13","","","","","",""
"北多摩北部","892","2","1","26","34","3","1","2","2","0","1","1","0","0","0","0","0","0","0","1","7","","","","","",""
"島しょ","28","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","10726","37","24","312","746","39","13","18","42","2","9","9","1","0","7","1","1","0","1","3","65","","","","","",""
