"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","17","8","0","3","1","13","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","49","16","1","24","4","104","2","3","0","5","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"1歳","183","25","2","100","19","303","3","20","0","33","4","0","2","1","0","2","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","1","2"
"2歳","214","14","1","111","62","297","7","15","0","12","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","287","9","2","158","109","260","3","20","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","401","7","0","132","150","267","3","13","1","2","2","1","0","2","0","2","0","0","0","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"5歳","465","6","0","95","190","266","6","9","2","0","0","3","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","4","1","0","0","0"
"6歳","438","10","0","79","203","230","10","6","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","3","1","0","0","0"
"7歳","500","6","1","55","215","186","8","6","2","0","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"8歳","454","10","0","39","187","132","13","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"9歳","457","5","0","21","119","100","6","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"10〜14歳","1759","65","1","29","242","257","13","2","2","0","0","1","1","0","0","1","0","0","0","0","0","9","1","1","0","0","1","1","7","1","1","0","0"
"15〜19歳","684","67","0","1","12","55","2","1","0","0","0","0","1","0","0","0","0","0","1","0","0","2","2","1","1","0","0","0","1","0","1","0","1"
"20〜29歳","629","140","0","30","66","206","3","0","0","0","1","0","0","0","0","4","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"30〜39歳","570","155","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","4","3","2","2","0","0","0","2","0","1","1","2"
"40〜49歳","684","142","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"50〜59歳","435","179","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","3","4","1","1","1","0","0","1","1","0","0","4"
"60〜69歳","172","86","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","5","1","0","1","1","0","4","1","1","1","4"
"70〜79歳","49","72","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","7","14","0","1","2","0","0","4","2","2","1","12"
"80歳以上","30","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","29","1","1","1","0","0","7","1","4","1","24"
"合計","8477","1069","8","877","1579","2676","80","97","17","55","9","8","4","8","2","39","1","1","2","0","0","56","68","7","6","8","3","1","39","10","10","5","56"
