"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","4","0"
"1〜4歳","0","0","0","0","0","0","0","2","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","1","0","0","0","0"
"15〜19歳","9","3","2","2","1","0","1","0","0"
"20〜24歳","51","8","6","9","5","1","4","0","0"
"25〜29歳","39","2","5","7","6","1","2","0","0"
"30〜34歳","20","2","1","2","3","0","0","0","0"
"35〜39歳","11","0","0","2","4","1","2","0","0"
"40〜44歳","4","2","1","0","0","0","1","0","1"
"45〜49歳","2","0","0","1","0","0","1","0","0"
"50〜54歳","0","1","0","0","1","0","0","0","0"
"55〜59歳","0","0","0","0","0","0","1","1","0"
"60〜64歳","0","1","0","0","1","0","2","0","0"
"65〜69歳","0","0","0","0","1","0","3","0","0"
"70歳以上","0","0","0","0","0","0","18","3","0"
"合計","136","19","15","23","23","3","37","10","1"
